id,cefr,complexity,words,language
0929,A2,2.286195137027002,173,cs
0930,A2+,2.715026307280519,134,cs
1001,A2+,2.652235417632891,124,cs
1002,B1,2.450419430988832,147,cs
1003,A2,1.9035805530737504,105,cs
1004,A2+,2.226171375090613,100,cs
1005,A2+,2.163279992278581,119,cs
1006,B1,2.591627691053186,108,cs
1007,B1,2.557044392762632,125,cs
1008,A2+,2.45331576064176,130,cs
1009,B1,2.3998714667297145,136,cs
1010,A2+,2.5067208240898595,132,cs
1014,B1,3.1043392088053925,119,cs
1015,A2+,3.4302313113775176,169,cs
1016,A2+,2.541179442402954,125,cs
1017,A2+,2.473569196373431,122,cs
1018,A2+,2.459012029769722,168,cs
1019,A2+,2.5416269063173824,178,cs
1020,B1,2.6711471747443816,129,cs
1021,A2+,2.538701700450253,127,cs
1022,B1,2.1961048840851314,153,cs
1023,A2+,3.3114686871122267,206,cs
1111,A2+,3.143510749949764,114,cs
1112,A2+,3.683773742217405,160,cs
1113,A2+,3.5979612153081897,140,cs
1114,B1,3.0838912489455708,133,cs
1115,A2+,4.576659365858695,156,cs
1116,A2+,2.4406920668316614,140,cs
1117,A2+,3.1348302803266326,104,cs
9999,A2,2.2074504267317416,99,cs
BER0609003,B1+,3.51039385252146,227,cs
BER0611003,B1+,3.7141293328204767,175,cs
BER0611005,B1+,3.455423595992594,184,cs
BER0611006,B1+,4.728408238377718,173,cs
BER0611007,B1+,4.496063024508199,196,cs
KYJ0611003A,A2,2.38862973824063,62,cs
KYJ0611004A,A2,2.670065235528858,63,cs
KYJ0611005A,A2,2.081257136193593,58,cs
KYJ0611005B,A2,3.028988830416873,85,cs
KYJ0611006A,A2,1.8819538766147743,44,cs
KYJ0611006B,A2,3.6162749514702703,61,cs
KYJ0611009A,A2,2.1383993516883213,90,cs
KYJ0611009B,A2,3.1075143017307845,93,cs
LIB0611001A,A2,2.226063168249776,69,cs
LIB0611001B,A2,2.3036948020920254,70,cs
LIB0611002A,A2,3.030474681910308,51,cs
LIB0611002B,A2,3.697409394725696,60,cs
LIB0611003A,A2,2.791127048304688,64,cs
LIB0611004A,A2,1.8097558644379232,44,cs
LIB0611004B,A2,3.646390102793984,74,cs
LIB0611011,A2+,4.962221863950099,137,cs
LON0610002A,A2+,3.1089618017604868,58,cs
LON0610002B,A2+,3.1703663276106493,73,cs
LON0611002A,A2,2.239808553895148,43,cs
LON0611002B,A2,3.015597951297928,63,cs
LON0611003,B2,4.434931506943431,200,cs
LON0611004A,A2,3.010972109066516,65,cs
LON0611004B,A2,4.540877994686826,114,cs
MOS0509001,B1,3.461179273652302,216,cs
MOS0509004,B1,3.506884770042617,203,cs
MOS0611012,B1+,3.5696073410853875,170,cs
MOS0611013,B1+,4.404478169546213,192,cs
MOS0611014,A2+,4.291806176970891,173,cs
MOS0611015,B1+,3.487257594413562,215,cs
PAR1011008A,A2+,1.4297431933851006,71,cs
PAR1011009A,A2+,2.2774896692872577,57,cs
PAR1011009B,A2+,3.3403041233164306,101,cs
PAR1011013,B1+,4.813160610484914,172,cs
PAR1011014,B1+,5.431188877964631,185,cs
PAR1011015,B1+,5.44865076775533,124,cs
PAR1011016,B2,4.887268719394806,191,cs
PAR1011017,B2,4.193157574961235,136,cs
PAR1011018,B2,5.137256640663013,171,cs
PHA0111001A,A2,1.7718060498681234,43,cs
PHA0111001B,A2,3.4621539076897845,65,cs
PHA0111002A,B1,2.3481776420738383,49,cs
PHA0111002B,B1,3.3575214026290694,106,cs
PHA0111003A,A2,1.972487992708181,55,cs
PHA0111003B,A2,3.169941638997709,96,cs
PHA0111004A,A2,2.474367223703562,41,cs
PHA0111004B,A2,4.602303168736576,104,cs
PHA0111005A,A2+,2.059731013684301,44,cs
PHA0111005B,A2+,3.9992063966112816,85,cs
PHA0111010,B2,4.506223080650223,133,cs
PHA0111011,B1+,3.160611604706696,195,cs
PHA0111012,B1,4.136636281323874,180,cs
PHA0111014,A2+,4.369210684918524,159,cs
PHA0111016,B2,5.416106394056658,206,cs
PHA0111018,B1,5.56296489893321,199,cs
PHA0112002A,A2+,2.4469512564574654,59,cs
PHA0112002B,A2+,3.850997941144029,99,cs
PHA0112003A,A2,3.182698695038218,56,cs
PHA0112003B,A2,5.322736127414645,97,cs
PHA0112006A,B1+,3.487049115364823,77,cs
PHA0112006B,B1+,3.878515345955607,107,cs
PHA0112007A,A2,3.4081202232927126,59,cs
PHA0112007B,A2,3.0625835647286825,75,cs
PHA0112009A,B1,2.6158707673918284,71,cs
PHA0112009B,B1,3.4184780690627914,87,cs
PHA0112012A,A2+,3.3548560397302984,95,cs
PHA0112012B,A2+,2.9082443709881693,122,cs
PHA0209001,A2+,4.034822493309195,124,cs
PHA0209008,A2+,3.132530231526152,70,cs
PHA0209013,A2,2.5428438084860363,86,cs
PHA0209024,B1,3.9608120038496897,166,cs
PHA0209026,B2,4.627124367989564,257,cs
PHA0209028,B1+,4.1669632783423305,179,cs
PHA0209034,B1+,4.538248404967514,267,cs
PHA0209039,B1+,5.0875198157870924,213,cs
PHA0210001,A2,3.345343232459141,96,cs
PHA0210004,A2+,3.0012158395571205,53,cs
PHA0210007,A2+,3.4388414944348717,146,cs
PHA0210008,A2,2.74140055315733,93,cs
PHA0411008A,A2+,2.5526967152079,48,cs
PHA0411008B,A2+,4.6010360655531874,59,cs
PHA0411009A,A2,2.2664598304666628,62,cs
PHA0411009B,A2,3.5366612515314744,81,cs
PHA0411010A,A2,2.4979479943831486,42,cs
PHA0411010B,A2,3.298548422849079,81,cs
PHA0411011A,A2,1.7487974450618904,37,cs
PHA0411011B,A2,4.875137300436553,71,cs
PHA0411012A,A2,2.2503964487846915,50,cs
PHA0411012B,A2,5.985278115955303,71,cs
PHA0411027,B1,3.223473879776936,159,cs
PHA0411028,B1,3.0558905479898293,199,cs
PHA0411029,B1+,3.497344869185001,141,cs
PHA0411030,B2,4.497628480826868,226,cs
PHA0411031,B2,4.713613647528853,225,cs
PHA0411032,B1,3.649296729745509,185,cs
PHA0411033,B1+,3.4656984445641315,205,cs
PHA0411034,A2+,3.768487900426714,184,cs
PHA0411035,B2,2.920663920882611,182,cs
PHA0411036,B2,4.635566869700559,211,cs
PHA0411037,B1,3.515879819184147,134,cs
PHA0411038,B2,4.406382472951576,178,cs
PHA0411039,B1+,5.322809981617496,222,cs
PHA0411041,B2,3.068117583439618,159,cs
PHA0411042,B1,4.529556238845215,286,cs
PHA0411043,B1,4.523140991998504,191,cs
PHA0411045,B1+,4.3695023182496096,183,cs
PHA0411047,B1+,3.2594316327343367,214,cs
PHA0411051,B2,4.532754172606827,286,cs
PHA0411053,B2,4.715108930282793,211,cs
PHA0411054,B2,3.4911688604027646,224,cs
PHA0411055,B2,3.756666723051141,244,cs
PHA0411056,B2,3.3973495102703435,231,cs
PHA0411058,B2,4.225419141564469,224,cs
PHA0411059,B2,4.082932165092777,209,cs
PHA0411060,B1+,4.312230115279378,248,cs
PHA0411061,B2,4.2219362928972055,194,cs
PHA0411062,B1+,3.8181310025234216,124,cs
PHA0509002,A2,2.601740426176681,51,cs
PHA0509007,A2,3.970062648192621,78,cs
PHA0509013,A2,2.7581589661988644,75,cs
PHA0509015,B2,3.559249568218904,254,cs
PHA0509017,B1+,3.90659121639211,210,cs
PHA0509018,B2,3.538946450416338,224,cs
PHA0509019,B1+,4.73397423254161,411,cs
PHA0509020,B2,4.32654421345794,217,cs
PHA0509021,B1,3.795018023722625,202,cs
PHA0509024,B1+,4.207267996175719,324,cs
PHA0509026,B2,5.400412303285665,210,cs
PHA0509027,B1,4.551581514495083,343,cs
PHA0509028,B2,4.288848391902826,245,cs
PHA0509030,B2,3.655527126331025,260,cs
PHA0509031,B1,3.981480978622848,219,cs
PHA0509032,B1+,4.8801739634389945,262,cs
PHA0509033,A2+,3.83428553388333,203,cs
PHA0509034,B1,3.5899057705697164,246,cs
PHA0509035,B1+,4.046135504709989,241,cs
PHA0509036,B2,4.088790680844444,198,cs
PHA0509037,B2,3.3872534989637595,264,cs
PHA0509038,B1,3.2933477653234378,210,cs
PHA0509039,B2,4.028762215459975,206,cs
PHA0509040,B1+,4.440253844350554,200,cs
PHA0509041,B1+,3.837529627887862,263,cs
PHA0509042,B2,3.187769662629241,193,cs
PHA0509043,B2,3.4927448613455336,293,cs
PHA0509044,B1+,3.6878009578721582,208,cs
PHA0509045,B1,3.3346853966787298,207,cs
PHA0510002A,A2+,3.428259237188847,61,cs
PHA0510002B,A2+,4.639033635297754,80,cs
PHA0510003A,A2,2.897100980449363,55,cs
PHA0510003B,A2,2.792469762799437,71,cs
PHA0510004A,A2,3.3585515951968463,54,cs
PHA0510004B,A2,3.4797781244724293,101,cs
PHA0510010A,A2,3.0851012343595743,57,cs
PHA0510010B,A2,3.887668412282285,75,cs
PHA0510013A,A2+,2.295322670664169,57,cs
PHA0510013B,A2+,2.966638465512764,97,cs
PHA0510023,B2,4.520247963141672,178,cs
PHA0510027,B1,4.19576837015086,153,cs
PHA0510029,B2,5.292314311333795,161,cs
PHA0510030,B1+,4.016717660709235,125,cs
PHA0510031,B1+,4.762109033844771,152,cs
PHA0510032,B2,4.554076004216036,156,cs
PHA0510034,B2,3.995087795386036,131,cs
PHA0510035,B2,3.3601837267238577,138,cs
PHA0510036,B2,7.373863961405183,163,cs
PHA0510037,B1,3.4953044937806586,84,cs
PHA0510038,B2,6.056228390661009,186,cs
PHA0510039,B1+,8.45166774159531,164,cs
PHA0510040,B1+,4.0349011758986135,149,cs
PHA0510046,B1,4.02174949513547,154,cs
PHA0510047,B1,4.315026719597373,160,cs
PHA0510048,B1+,3.7168372537226655,250,cs
PHA0510049,B1+,4.144895652554022,109,cs
PHA0510050,B1+,4.103698784668667,177,cs
PHA0610005A,A2,2.273449174408043,49,cs
PHA0610005B,A2,2.949274308606006,60,cs
PHA0610006A,A2,2.816513758388268,68,cs
PHA0610006B,A2,2.508639359437697,86,cs
PHA0610007A,A2,1.3589348678690485,37,cs
PHA0610007B,A2,3.939664743705861,65,cs
PHA0610015,B1+,4.569239698540931,212,cs
PHA0610016,B2,3.946422549746765,194,cs
PHA0610017,B2,4.774297901522377,242,cs
PHA0610018,B2,4.620341243329038,189,cs
PHA0610019A,A2+,3.118796555131825,65,cs
PHA0610019B,A2+,3.2971147710529345,98,cs
PHA0610025,B2,4.393526600162958,186,cs
PHA0610026,B2,3.8992427564021113,198,cs
PHA0709008,B2,4.287622115619961,160,cs
PHA0710009,B1+,5.23924792091648,173,cs
PHA0710010,B1+,4.151523348995071,177,cs
PHA0710011,B2,3.7916394347579816,181,cs
PHA0710012,B2,3.658925032295831,209,cs
PHA0710014,B2,4.212561252393543,243,cs
PHA0710015,B2,4.677564156347488,168,cs
PHA0710016,B2,3.625131074410026,230,cs
PHA0710017,B2,4.281880931156244,220,cs
PHA0710018,B2,4.858062489082955,207,cs
PHA0710019,B2,5.066070944037455,182,cs
PHA0710021,B2,4.374113283064656,193,cs
PHA0809009,B1+,3.633573858006384,254,cs
PHA0809010,B1,3.900725440901615,247,cs
PHA0810001,B2,4.036227666521492,176,cs
PHA0810002,B1,3.428323962072009,189,cs
PHA0810003,B1+,3.7462112333218607,222,cs
PHA0810004,B1+,4.220887831634884,173,cs
PHA0810006,B1+,4.160137646871452,187,cs
PHA0810008,B1+,3.9533869010349294,166,cs
PHA0810009,B2,4.203885032032898,188,cs
PHA0810010,B1+,3.9930091499575497,189,cs
PHA0810011,B1+,4.394723286690887,180,cs
PHA0810012,B1+,3.848898244606344,186,cs
PHA0810015,B2,3.8201386115857634,214,cs
PHA0811010,B1+,4.611474991556957,178,cs
PHA0811013,B2,3.917788964272581,210,cs
PHA0811014,B1+,4.180293610652249,159,cs
PHA0811016,B1+,4.032611739327182,161,cs
PHA0811017,B2,3.9807533283765615,198,cs
PHA0811019,B2,2.9354138255239235,190,cs
PHA0811020,B1,2.973935982907866,157,cs
PHA1109001,A2+,4.163149601203066,108,cs
PHA1109002,B2,3.914560138002838,224,cs
PHA1109003,B1,3.587938145403854,251,cs
PHA1109004,B2,3.3610233896367903,184,cs
PHA1109005,B1,4.843095133366744,218,cs
PHA1109006,B1,4.1712218889211465,256,cs
PHA1109007,B1,3.776860044849684,220,cs
PHA1109008,A2,2.434987132180913,75,cs
PHA1109023,A2+,2.9455885418048324,73,cs
PHA1109025,A2,3.0228526178602197,84,cs
PHA1109026,B2,4.094838579493011,221,cs
PHA1109027,B2,3.3755727578791253,258,cs
PHA1109028,B1+,5.606382746490991,242,cs
PHA1110001A,A2+,3.620796979828675,67,cs
PHA1110001B,A2+,2.9989283603576435,106,cs
PHA1110002A,B1,3.1522399781826227,98,cs
PHA1110002B,B1,3.288885156604894,94,cs
PHA1110003A,A2,2.4230294325198733,72,cs
PHA1110003B,A2,2.984590119603939,57,cs
PHA1110004A,A2+,1.9126003923391044,42,cs
PHA1110013,B1+,4.319639687199118,170,cs
PHA1110014,B1+,3.527590961423315,177,cs
PHA1110015,B2,4.062434724076401,209,cs
PHA1110016,B1,3.508625219881828,181,cs
PHA1110017,B1+,2.9887893785482964,153,cs
PHA1110019,B1+,4.046337618599349,179,cs
PHA1110021,B1+,3.8215067021482807,245,cs
PHA1110022,B2,4.66129806173946,232,cs
PHA1111001A,A2+,1.8426797171506293,78,cs
PHA1111001B,A2+,2.778213802391025,61,cs
PHA1111002A,A2,1.463850074667412,37,cs
PHA1111002B,A2,2.020395353723194,54,cs
PHA1111003A,A2+,3.017480775226947,53,cs
PHA1111003B,A2+,2.9960747189014243,74,cs
PHA1111004A,A2,2.8301912298794463,46,cs
PHA1111004B,A2,3.589803523672422,62,cs
PHA1111006A,A2,1.9464567787342504,42,cs
PHA1111006B,A2,2.9909765735956304,75,cs
PHA1111008A,A2+,1.9262073487864533,51,cs
PHA1111008B,A2+,3.147645200733204,77,cs
PHA1111009A,A2,1.9604284655305249,53,cs
ST071122B,A2,2.381249676440698,62,cs
TI071122B,A2+,3.694921088928,60,cs
VAR0209036,B1+,3.4972468288184544,204,cs
VAR0909003,B1+,4.684360612364648,230,cs
VAR0909004,B1+,4.620327021070828,247,cs
VAR0909005,B1,3.426542790720591,212,cs
VAR0909006,B2,4.055992560550441,239,cs
VAR0909007,B1+,5.6431381852201605,296,cs
VAR0909008,B1+,4.232660300472841,256,cs
VAR0909009,B2,3.808763667155062,306,cs
VAR0909010,B1+,3.4816219222856177,204,cs
VAR0910004,B2,4.31454283577521,177,cs
VAR0910005,B1+,3.761898231098944,201,cs
VAR0910006,B1+,4.108345198985749,192,cs
VAR0910007,B1+,3.7665271115918784,266,cs
VAR0910009,B2,3.852365853191448,245,cs
VAR0910010,B2,3.74791209017556,117,cs
VAR0910011,B1+,3.812461354113223,195,cs
1023_0001416,B2+,4.764580517279152,161,de
1023_0001418,B2,4.0111096719055,164,de
1023_0001419,B2,4.8919787767407055,161,de
1023_0001420,B2,5.497848256765365,186,de
1023_0001422,B1+,5.729794081527086,200,de
1023_0001423,B1+,5.266634516370212,128,de
1023_0001575,B2,6.291101698249335,139,de
1023_0101675,B2,7.073020488545943,129,de
1023_0101683,B2,4.948252792210703,123,de
1023_0101684,B1+,4.394846137601098,102,de
1023_0101688,B2,5.234050454873703,148,de
1023_0101689,B1,4.729559346562517,105,de
1023_0101690,B1,6.366022973582447,151,de
1023_0101691,B2,8.03227370632042,122,de
1023_0101693,B2+,6.6432385415140605,185,de
1023_0101694,B2,8.484471451293535,129,de
1023_0101695,B1+,7.683373954099849,95,de
1023_0101700,B2,5.035783880770731,122,de
1023_0101701,B1+,5.366414968527883,116,de
1023_0101749,B2+,5.37643769715207,169,de
1023_0101751,B2,6.3736066490959535,170,de
1023_0101752,B2,7.073124954179739,154,de
1023_0101753,B2,6.57471892838226,149,de
1023_0101841,B1+,5.989513385142359,201,de
1023_0101843,B2,5.257684271458007,125,de
1023_0101844,B1+,3.648364753935287,176,de
1023_0101845,B2,5.5974230679923,154,de
1023_0101846,C1,7.149046318975479,175,de
1023_0101847,B2,5.090948699489361,158,de
1023_0101848,B1,6.967478571235346,112,de
1023_0101849,B2,5.441362601585496,149,de
1023_0101851,B2,4.910782693259077,163,de
1023_0101852,B2,6.743090049047876,151,de
1023_0101853,B1+,4.58693670383924,172,de
1023_0101854,B1,5.759265732134894,122,de
1023_0101855,B1,6.015300542660212,183,de
1023_0101856,B1+,7.372232804884033,132,de
1023_0101893,B2+,6.511671018409831,171,de
1023_0101894,B1+,6.386156092510546,150,de
1023_0101895,B2,7.052873238791956,173,de
1023_0101896,B1+,4.690730292017748,115,de
1023_0101897,B1+,6.143553047868097,141,de
1023_0101898,B2+,6.876907205739516,165,de
1023_0101899,B1+,7.603218250457836,111,de
1023_0101900,B2,5.265861410155672,166,de
1023_0101901,B2,7.819945730915291,207,de
1023_0101904,B1,3.8877354916536335,148,de
1023_0101906,B1+,4.563460459811863,138,de
1023_0101907,B2+,6.109629346761023,255,de
1023_0101909,C1,6.423883011912724,152,de
1023_0102117,B2,5.286233858602126,151,de
1023_0102118,B2,4.310600358209205,165,de
1023_0103821,B2,6.062987818612441,168,de
1023_0103822,B1,8.185376163350588,88,de
1023_0103823,B2+,5.940948914235902,196,de
1023_0103824,B2,5.933036302143737,268,de
1023_0103825,B2,4.322509372652807,170,de
1023_0103826,B2,5.713124632289884,298,de
1023_0103827,B2,4.849796614873671,181,de
1023_0103828,A2+,4.599905416820166,66,de
1023_0103829,B1+,4.97189412176649,178,de
1023_0103830,B2,5.538298313087787,180,de
1023_0103831,B2,5.624248003377251,145,de
1023_0103832,B1+,5.059147525772191,128,de
1023_0103833,C1,6.893415431587825,251,de
1023_0103834,B2,4.979309969225909,180,de
1023_0103836,B2,6.865394699932792,186,de
1023_0103837,B2,6.021777621952366,168,de
1023_0103838,B2,5.238709486319607,186,de
1023_0103839,B2,4.9210747758938735,152,de
1023_0103840,B2,6.394161649465248,137,de
1023_0103841,B2+,6.373032840572166,175,de
1023_0103843,B1+,5.272779262167617,115,de
1023_0103844,C1,6.576942231485824,164,de
1023_0103880,B2,5.232342119917416,149,de
1023_0103883,B2,6.210679723357365,173,de
1023_0103955,B2+,3.908282499923761,189,de
1023_0104203,B2,4.341198883406888,141,de
1023_0104206,B2,4.106198050973399,149,de
1023_0104207,B1+,5.238900952908557,153,de
1023_0104209,B2,4.576986562350517,200,de
1023_0106816,B2,5.055619228374147,143,de
1023_0107042,B2,5.317239927541896,189,de
1023_0107074,B2+,4.549468858600871,179,de
1023_0107075,B1+,5.868026767439702,152,de
1023_0107244,B2,5.187768689694632,179,de
1023_0107672,B1+,4.950509274367599,187,de
1023_0107682,B1,1.9684839504924436,145,de
1023_0107725,B1+,5.405233097101744,129,de
1023_0107726,B2,4.548245079080677,153,de
1023_0107727,B2+,4.910895172166705,128,de
1023_0107729,B2,6.588670809684845,163,de
1023_0107740,B2,6.791757275932136,141,de
1023_0107773,B1+,5.1451716302791946,130,de
1023_0107780,B2,4.418017754766632,200,de
1023_0107781,B2,5.174653095132525,175,de
1023_0107783,B2,4.815578434558299,122,de
1023_0107784,B1,2.953073528843855,80,de
1023_0107787,B1+,4.135413783750669,147,de
1023_0107788,B2,5.251372365621325,202,de
1023_0108304,B2,5.356983377564127,208,de
1023_0108305,B2,4.459861584343242,245,de
1023_0108306,B2+,5.7162608809596245,176,de
1023_0108307,B2,6.314024311906143,213,de
1023_0108422,B2,4.097723067321387,207,de
1023_0108423,B2,6.395764803271858,145,de
1023_0108426,B1+,4.571338964600548,205,de
1023_0108510,B2,4.7726393372516815,177,de
1023_0108518,B2,4.424989371960391,153,de
1023_0108520,B2,5.011877087407609,259,de
1023_0108641,C1,6.097503337959471,204,de
1023_0108648,B2,4.546067226849878,210,de
1023_0108649,B2,6.31797560825145,210,de
1023_0108650,B2,4.200799101743528,130,de
1023_0108751,B2,4.91638540862642,197,de
1023_0108752,B2,5.714749568201242,224,de
1023_0108753,B1+,4.455953911860402,165,de
1023_0108766,B1+,6.008273257192236,154,de
1023_0108810,B2,4.997895114601102,246,de
1023_0108811,B2,6.100372840267358,185,de
1023_0108812,B1+,5.168970971832861,181,de
1023_0108813,B2,6.531037035765293,253,de
1023_0108814,B2,4.661483167481674,191,de
1023_0108815,B2,5.122841655230249,178,de
1023_0108885,B1+,5.13578032634771,195,de
1023_0108886,B2,7.085775308509911,173,de
1023_0108887,B1,5.978077446091547,130,de
1023_0108888,B2,5.599917946620911,209,de
1023_0108889,B2,5.832518042418439,219,de
1023_0108890,B2,5.400246688353564,167,de
1023_0108908,B2,5.525965251304332,242,de
1023_0108931,B2,4.797884910123993,168,de
1023_0108932,B1+,4.588451062553067,166,de
1023_0108933,B2,4.973599631397575,183,de
1023_0108934,B2,4.96025497702189,200,de
1023_0108935,B1+,4.036315118181004,149,de
1023_0108955,B2+,6.2859893435133065,195,de
1023_0108958,B1+,7.297273435174,192,de
1023_0108992,B2,5.207864911829644,183,de
1023_0108993,B2,4.965357007839822,261,de
1023_0109022,B2,4.882818624472017,204,de
1023_0109026,B1,5.223326262387361,195,de
1023_0109027,B1+,8.178027652030654,180,de
1023_0109029,A2+,4.650362482873625,79,de
1023_0109030,B2,5.488250766763339,219,de
1023_0109033,C1,5.40544016952392,182,de
1023_0109038,B2,5.020206032740828,194,de
1023_0109039,B2,5.344023524600727,270,de
1023_0109096,B2,5.251898363529452,182,de
1023_0109151,B2,6.530759110296816,209,de
1023_0109192,B2,4.611147955490813,187,de
1023_0109247,B2+,6.515725898329657,202,de
1023_0109248,B1,5.781985289365495,154,de
1023_0109249,B2,6.127479076027503,205,de
1023_0109250,B1+,4.73313360133039,132,de
1023_0109267,B1+,4.733792833826302,166,de
1023_0109391,B1+,5.296989298101427,160,de
1023_0109392,B2,5.557645732704279,168,de
1023_0109395,B1,6.908931394345828,140,de
1023_0109396,B1+,4.745099696431016,190,de
1023_0109399,B1,6.0081721098316025,156,de
1023_0109400,B2,5.986336511904391,132,de
1023_0109401,B2,6.2202534335478585,160,de
1023_0109402,B1+,6.430230709743361,191,de
1023_0109422,B2,4.937305540537503,153,de
1023_0109495,B2,4.233167390562146,228,de
1023_0109496,B2,4.2534863819811815,250,de
1023_0109500,B1+,6.595031048435606,184,de
1023_0109505,B2,6.673299775330199,200,de
1023_0109515,B2,6.730054760647079,210,de
1023_0109516,B2,4.106425561775357,178,de
1023_0109518,B1,4.699688577982021,108,de
1023_0109519,B1+,4.460690216539192,124,de
1023_0109520,B1+,5.233814348415307,168,de
1023_0109522,B2,4.923413187070992,193,de
1023_0109524,B2,7.42897873516914,212,de
1023_0109527,B2,5.577540821536032,167,de
1023_0109528,B2,5.047942647330164,187,de
1023_0109588,B2,5.336650400317636,225,de
1023_0109590,B1+,6.107552570281872,175,de
1023_0109591,B2,5.278143858850996,174,de
1023_0109606,B2,4.183675542596231,147,de
1023_0109609,B1,5.847662947812786,146,de
1023_0109614,B1,4.521057361184403,136,de
1023_0109649,B2,4.7156662793084125,197,de
1023_0109651,B2,4.92589517639257,201,de
1023_0109671,B2,6.207043312033999,156,de
1023_0109674,B2,4.957780768877113,167,de
1023_0109716,B2,5.305729266309078,172,de
1023_0109717,B2,5.912930670435875,190,de
1023_0109721,B1+,5.098963807020051,199,de
1023_0109878,B1+,3.7215778502425305,143,de
